,Province_State,Date,value
237,Odisha,02/04/20,0.0
238,Puducherry,02/04/20,0.0
239,Punjab,02/04/20,0.0
240,Rajasthan,02/04/20,0.0
241,Sikkim,02/04/20,0.0
242,Tamil Nadu,02/04/20,0.0
243,Telangana,02/04/20,0.0
244,Telangana***,02/04/20,0.0
245,Telengana,02/04/20,0.0
246,Telengana***,02/04/20,0.0
247,Tripura,02/04/20,0.0
248,Unassigned,02/04/20,0.0
249,Uttar Pradesh,02/04/20,0.0
250,Uttarakhand,02/04/20,0.0
251,West Bengal,02/04/20,0.0
252,Andaman and Nicobar Islands,02/05/20,0.0
253,Andhra Pradesh,02/05/20,0.0
254,Arunachal Pradesh,02/05/20,0.0
255,Assam,02/05/20,0.0
256,Bihar,02/05/20,0.0
257,Cases being reassigned to states,02/05/20,0.0
258,Chandigarh,02/05/20,0.0
259,Chhattisgarh,02/05/20,0.0
260,Dadar Nagar Haveli,02/05/20,0.0
261,Dadra and Nagar Haveli and Daman and Diu,02/05/20,0.0
262,Daman & Diu,02/05/20,0.0
263,Delhi,02/05/20,0.0
264,Goa,02/05/20,0.0
265,Gujarat,02/05/20,0.0
266,Haryana,02/05/20,0.0
267,Himachal Pradesh,02/05/20,0.0
268,Jammu and Kashmir,02/05/20,0.0
269,Jharkhand,02/05/20,0.0
270,Karnataka,02/05/20,0.0
271,Kerala,02/05/20,3.0
272,Ladakh,02/05/20,0.0
273,Madhya Pradesh,02/05/20,0.0
274,Maharashtra,02/05/20,0.0
275,Manipur,02/05/20,0.0
276,Meghalaya,02/05/20,0.0
277,Mizoram,02/05/20,0.0
278,Nagaland,02/05/20,0.0
279,Odisha,02/05/20,0.0
280,Puducherry,02/05/20,0.0
281,Punjab,02/05/20,0.0
282,Rajasthan,02/05/20,0.0
283,Sikkim,02/05/20,0.0
284,Tamil Nadu,02/05/20,0.0
285,Telangana,02/05/20,0.0
286,Telangana***,02/05/20,0.0
287,Telengana,02/05/20,0.0
288,Telengana***,02/05/20,0.0
289,Tripura,02/05/20,0.0
290,Unassigned,02/05/20,0.0
291,Uttar Pradesh,02/05/20,0.0
292,Uttarakhand,02/05/20,0.0
293,West Bengal,02/05/20,0.0
294,Andaman and Nicobar Islands,02/06/20,0.0
295,Andhra Pradesh,02/06/20,0.0
296,Arunachal Pradesh,02/06/20,0.0
297,Assam,02/06/20,0.0
298,Bihar,02/06/20,0.0
299,Cases being reassigned to states,02/06/20,0.0
300,Chandigarh,02/06/20,0.0
301,Chhattisgarh,02/06/20,0.0
302,Dadar Nagar Haveli,02/06/20,0.0
303,Dadra and Nagar Haveli and Daman and Diu,02/06/20,0.0
304,Daman & Diu,02/06/20,0.0
305,Delhi,02/06/20,0.0
306,Goa,02/06/20,0.0
307,Gujarat,02/06/20,0.0
308,Haryana,02/06/20,0.0
309,Himachal Pradesh,02/06/20,0.0
310,Jammu and Kashmir,02/06/20,0.0
311,Jharkhand,02/06/20,0.0
312,Karnataka,02/06/20,0.0
313,Kerala,02/06/20,3.0
314,Ladakh,02/06/20,0.0
315,Madhya Pradesh,02/06/20,0.0
316,Maharashtra,02/06/20,0.0
317,Manipur,02/06/20,0.0
318,Meghalaya,02/06/20,0.0
319,Mizoram,02/06/20,0.0
320,Nagaland,02/06/20,0.0
321,Odisha,02/06/20,0.0
322,Puducherry,02/06/20,0.0
323,Punjab,02/06/20,0.0
324,Rajasthan,02/06/20,0.0
325,Sikkim,02/06/20,0.0
326,Tamil Nadu,02/06/20,0.0
327,Telangana,02/06/20,0.0
328,Telangana***,02/06/20,0.0
329,Telengana,02/06/20,0.0
330,Telengana***,02/06/20,0.0
331,Tripura,02/06/20,0.0
332,Unassigned,02/06/20,0.0
333,Uttar Pradesh,02/06/20,0.0
334,Uttarakhand,02/06/20,0.0
335,West Bengal,02/06/20,0.0
336,Andaman and Nicobar Islands,02/07/20,0.0
337,Andhra Pradesh,02/07/20,0.0
338,Arunachal Pradesh,02/07/20,0.0
339,Assam,02/07/20,0.0
340,Bihar,02/07/20,0.0
341,Cases being reassigned to states,02/07/20,0.0
342,Chandigarh,02/07/20,0.0
343,Chhattisgarh,02/07/20,0.0
344,Dadar Nagar Haveli,02/07/20,0.0
345,Dadra and Nagar Haveli and Daman and Diu,02/07/20,0.0
346,Daman & Diu,02/07/20,0.0
347,Delhi,02/07/20,0.0
348,Goa,02/07/20,0.0
349,Gujarat,02/07/20,0.0
350,Haryana,02/07/20,0.0
351,Himachal Pradesh,02/07/20,0.0
352,Jammu and Kashmir,02/07/20,0.0
353,Jharkhand,02/07/20,0.0
354,Karnataka,02/07/20,0.0
355,Kerala,02/07/20,3.0
356,Ladakh,02/07/20,0.0
357,Madhya Pradesh,02/07/20,0.0
358,Maharashtra,02/07/20,0.0
359,Manipur,02/07/20,0.0
360,Meghalaya,02/07/20,0.0
361,Mizoram,02/07/20,0.0
362,Nagaland,02/07/20,0.0
363,Odisha,02/07/20,0.0
364,Puducherry,02/07/20,0.0
365,Punjab,02/07/20,0.0
366,Rajasthan,02/07/20,0.0
367,Sikkim,02/07/20,0.0
368,Tamil Nadu,02/07/20,0.0
369,Telangana,02/07/20,0.0
370,Telangana***,02/07/20,0.0
371,Telengana,02/07/20,0.0
372,Telengana***,02/07/20,0.0
373,Tripura,02/07/20,0.0
374,Unassigned,02/07/20,0.0
375,Uttar Pradesh,02/07/20,0.0
376,Uttarakhand,02/07/20,0.0
377,West Bengal,02/07/20,0.0
378,Andaman and Nicobar Islands,02/08/20,0.0
379,Andhra Pradesh,02/08/20,0.0
380,Arunachal Pradesh,02/08/20,0.0
381,Assam,02/08/20,0.0
382,Bihar,02/08/20,0.0
383,Cases being reassigned to states,02/08/20,0.0
384,Chandigarh,02/08/20,0.0
385,Chhattisgarh,02/08/20,0.0
386,Dadar Nagar Haveli,02/08/20,0.0
387,Dadra and Nagar Haveli and Daman and Diu,02/08/20,0.0
388,Daman & Diu,02/08/20,0.0
389,Delhi,02/08/20,0.0
390,Goa,02/08/20,0.0
391,Gujarat,02/08/20,0.0
392,Haryana,02/08/20,0.0
393,Himachal Pradesh,02/08/20,0.0
394,Jammu and Kashmir,02/08/20,0.0
395,Jharkhand,02/08/20,0.0
396,Karnataka,02/08/20,0.0
397,Kerala,02/08/20,3.0
398,Ladakh,02/08/20,0.0
399,Madhya Pradesh,02/08/20,0.0
400,Maharashtra,02/08/20,0.0
401,Manipur,02/08/20,0.0
402,Meghalaya,02/08/20,0.0
403,Mizoram,02/08/20,0.0
404,Nagaland,02/08/20,0.0
405,Odisha,02/08/20,0.0
406,Puducherry,02/08/20,0.0
407,Punjab,02/08/20,0.0
408,Rajasthan,02/08/20,0.0
409,Sikkim,02/08/20,0.0
410,Tamil Nadu,02/08/20,0.0
411,Telangana,02/08/20,0.0
412,Telangana***,02/08/20,0.0
413,Telengana,02/08/20,0.0
414,Telengana***,02/08/20,0.0
415,Tripura,02/08/20,0.0
416,Unassigned,02/08/20,0.0
417,Uttar Pradesh,02/08/20,0.0
418,Uttarakhand,02/08/20,0.0
419,West Bengal,02/08/20,0.0
420,Andaman and Nicobar Islands,02/09/20,0.0
421,Andhra Pradesh,02/09/20,0.0
422,Arunachal Pradesh,02/09/20,0.0
423,Assam,02/09/20,0.0
424,Bihar,02/09/20,0.0
425,Cases being reassigned to states,02/09/20,0.0
426,Chandigarh,02/09/20,0.0
427,Chhattisgarh,02/09/20,0.0
428,Dadar Nagar Haveli,02/09/20,0.0
429,Dadra and Nagar Haveli and Daman and Diu,02/09/20,0.0
430,Daman & Diu,02/09/20,0.0
431,Delhi,02/09/20,0.0
432,Goa,02/09/20,0.0
433,Gujarat,02/09/20,0.0
434,Haryana,02/09/20,0.0
435,Himachal Pradesh,02/09/20,0.0
436,Jammu and Kashmir,02/09/20,0.0
437,Jharkhand,02/09/20,0.0
438,Karnataka,02/09/20,0.0
439,Kerala,02/09/20,3.0
440,Ladakh,02/09/20,0.0
441,Madhya Pradesh,02/09/20,0.0
442,Maharashtra,02/09/20,0.0
443,Manipur,02/09/20,0.0
444,Meghalaya,02/09/20,0.0
445,Mizoram,02/09/20,0.0
446,Nagaland,02/09/20,0.0
447,Odisha,02/09/20,0.0
448,Puducherry,02/09/20,0.0
449,Punjab,02/09/20,0.0
450,Rajasthan,02/09/20,0.0
451,Sikkim,02/09/20,0.0
452,Tamil Nadu,02/09/20,0.0
453,Telangana,02/09/20,0.0
454,Telangana***,02/09/20,0.0
455,Telengana,02/09/20,0.0
456,Telengana***,02/09/20,0.0
457,Tripura,02/09/20,0.0
458,Unassigned,02/09/20,0.0
459,Uttar Pradesh,02/09/20,0.0
460,Uttarakhand,02/09/20,0.0
461,West Bengal,02/09/20,0.0
462,Andaman and Nicobar Islands,02/10/20,0.0
463,Andhra Pradesh,02/10/20,0.0
464,Arunachal Pradesh,02/10/20,0.0
465,Assam,02/10/20,0.0
466,Bihar,02/10/20,0.0
467,Cases being reassigned to states,02/10/20,0.0
468,Chandigarh,02/10/20,0.0
469,Chhattisgarh,02/10/20,0.0
470,Dadar Nagar Haveli,02/10/20,0.0
471,Dadra and Nagar Haveli and Daman and Diu,02/10/20,0.0
472,Daman & Diu,02/10/20,0.0
473,Delhi,02/10/20,0.0
474,Goa,02/10/20,0.0
475,Gujarat,02/10/20,0.0
476,Haryana,02/10/20,0.0
477,Himachal Pradesh,02/10/20,0.0
478,Jammu and Kashmir,02/10/20,0.0
479,Jharkhand,02/10/20,0.0
480,Karnataka,02/10/20,0.0
481,Kerala,02/10/20,3.0
482,Ladakh,02/10/20,0.0
483,Madhya Pradesh,02/10/20,0.0
484,Maharashtra,02/10/20,0.0
485,Manipur,02/10/20,0.0
486,Meghalaya,02/10/20,0.0
487,Mizoram,02/10/20,0.0
488,Nagaland,02/10/20,0.0
489,Odisha,02/10/20,0.0
490,Puducherry,02/10/20,0.0
491,Punjab,02/10/20,0.0
492,Rajasthan,02/10/20,0.0
493,Sikkim,02/10/20,0.0
494,Tamil Nadu,02/10/20,0.0
495,Telangana,02/10/20,0.0
496,Telangana***,02/10/20,0.0
497,Telengana,02/10/20,0.0
498,Telengana***,02/10/20,0.0
499,Tripura,02/10/20,0.0
500,Unassigned,02/10/20,0.0
501,Uttar Pradesh,02/10/20,0.0
502,Uttarakhand,02/10/20,0.0
503,West Bengal,02/10/20,0.0
504,Andaman and Nicobar Islands,02/11/20,0.0
505,Andhra Pradesh,02/11/20,0.0
506,Arunachal Pradesh,02/11/20,0.0
507,Assam,02/11/20,0.0
508,Bihar,02/11/20,0.0
509,Cases being reassigned to states,02/11/20,0.0
510,Chandigarh,02/11/20,0.0
511,Chhattisgarh,02/11/20,0.0
512,Dadar Nagar Haveli,02/11/20,0.0
513,Dadra and Nagar Haveli and Daman and Diu,02/11/20,0.0
514,Daman & Diu,02/11/20,0.0
515,Delhi,02/11/20,0.0
516,Goa,02/11/20,0.0
517,Gujarat,02/11/20,0.0
518,Haryana,02/11/20,0.0
519,Himachal Pradesh,02/11/20,0.0
520,Jammu and Kashmir,02/11/20,0.0
521,Jharkhand,02/11/20,0.0
522,Karnataka,02/11/20,0.0
523,Kerala,02/11/20,3.0
524,Ladakh,02/11/20,0.0
525,Madhya Pradesh,02/11/20,0.0
526,Maharashtra,02/11/20,0.0
527,Manipur,02/11/20,0.0
528,Meghalaya,02/11/20,0.0
529,Mizoram,02/11/20,0.0
530,Nagaland,02/11/20,0.0
531,Odisha,02/11/20,0.0
532,Puducherry,02/11/20,0.0
533,Punjab,02/11/20,0.0
534,Rajasthan,02/11/20,0.0
535,Sikkim,02/11/20,0.0
536,Tamil Nadu,02/11/20,0.0
537,Telangana,02/11/20,0.0
538,Telangana***,02/11/20,0.0
539,Telengana,02/11/20,0.0
540,Telengana***,02/11/20,0.0
541,Tripura,02/11/20,0.0
542,Unassigned,02/11/20,0.0
543,Uttar Pradesh,02/11/20,0.0
544,Uttarakhand,02/11/20,0.0
545,West Bengal,02/11/20,0.0
546,Andaman and Nicobar Islands,02/12/20,0.0
547,Andhra Pradesh,02/12/20,0.0
548,Arunachal Pradesh,02/12/20,0.0
549,Assam,02/12/20,0.0
550,Bihar,02/12/20,0.0
551,Cases being reassigned to states,02/12/20,0.0
552,Chandigarh,02/12/20,0.0
553,Chhattisgarh,02/12/20,0.0
554,Dadar Nagar Haveli,02/12/20,0.0
555,Dadra and Nagar Haveli and Daman and Diu,02/12/20,0.0
556,Daman & Diu,02/12/20,0.0
557,Delhi,02/12/20,0.0
558,Goa,02/12/20,0.0
559,Gujarat,02/12/20,0.0
560,Haryana,02/12/20,0.0
561,Himachal Pradesh,02/12/20,0.0
562,Jammu and Kashmir,02/12/20,0.0
563,Jharkhand,02/12/20,0.0
564,Karnataka,02/12/20,0.0
565,Kerala,02/12/20,3.0
566,Ladakh,02/12/20,0.0
567,Madhya Pradesh,02/12/20,0.0
568,Maharashtra,02/12/20,0.0
569,Manipur,02/12/20,0.0
570,Meghalaya,02/12/20,0.0
571,Mizoram,02/12/20,0.0
572,Nagaland,02/12/20,0.0
573,Odisha,02/12/20,0.0
574,Puducherry,02/12/20,0.0
575,Punjab,02/12/20,0.0
576,Rajasthan,02/12/20,0.0
577,Sikkim,02/12/20,0.0
578,Tamil Nadu,02/12/20,0.0
579,Telangana,02/12/20,0.0
580,Telangana***,02/12/20,0.0
581,Telengana,02/12/20,0.0
582,Telengana***,02/12/20,0.0
583,Tripura,02/12/20,0.0
584,Unassigned,02/12/20,0.0
585,Uttar Pradesh,02/12/20,0.0
586,Uttarakhand,02/12/20,0.0
587,West Bengal,02/12/20,0.0
588,Andaman and Nicobar Islands,02/13/20,0.0
589,Andhra Pradesh,02/13/20,0.0
590,Arunachal Pradesh,02/13/20,0.0
591,Assam,02/13/20,0.0
592,Bihar,02/13/20,0.0
593,Cases being reassigned to states,02/13/20,0.0
594,Chandigarh,02/13/20,0.0
595,Chhattisgarh,02/13/20,0.0
596,Dadar Nagar Haveli,02/13/20,0.0
597,Dadra and Nagar Haveli and Daman and Diu,02/13/20,0.0
598,Daman & Diu,02/13/20,0.0
599,Delhi,02/13/20,0.0
600,Goa,02/13/20,0.0
601,Gujarat,02/13/20,0.0
602,Haryana,02/13/20,0.0
603,Himachal Pradesh,02/13/20,0.0
604,Jammu and Kashmir,02/13/20,0.0
605,Jharkhand,02/13/20,0.0
606,Karnataka,02/13/20,0.0
607,Kerala,02/13/20,3.0
608,Ladakh,02/13/20,0.0
609,Madhya Pradesh,02/13/20,0.0
610,Maharashtra,02/13/20,0.0
611,Manipur,02/13/20,0.0
612,Meghalaya,02/13/20,0.0
613,Mizoram,02/13/20,0.0
614,Nagaland,02/13/20,0.0
615,Odisha,02/13/20,0.0
616,Puducherry,02/13/20,0.0
617,Punjab,02/13/20,0.0
618,Rajasthan,02/13/20,0.0
619,Sikkim,02/13/20,0.0
620,Tamil Nadu,02/13/20,0.0
621,Telangana,02/13/20,0.0
622,Telangana***,02/13/20,0.0
623,Telengana,02/13/20,0.0
624,Telengana***,02/13/20,0.0
625,Tripura,02/13/20,0.0
626,Unassigned,02/13/20,0.0
627,Uttar Pradesh,02/13/20,0.0
628,Uttarakhand,02/13/20,0.0
629,West Bengal,02/13/20,0.0
630,Andaman and Nicobar Islands,02/14/20,0.0
631,Andhra Pradesh,02/14/20,0.0
632,Arunachal Pradesh,02/14/20,0.0
633,Assam,02/14/20,0.0
634,Bihar,02/14/20,0.0
635,Cases being reassigned to states,02/14/20,0.0
636,Chandigarh,02/14/20,0.0
637,Chhattisgarh,02/14/20,0.0
638,Dadar Nagar Haveli,02/14/20,0.0
639,Dadra and Nagar Haveli and Daman and Diu,02/14/20,0.0
640,Daman & Diu,02/14/20,0.0
641,Delhi,02/14/20,0.0
642,Goa,02/14/20,0.0
643,Gujarat,02/14/20,0.0
644,Haryana,02/14/20,0.0
645,Himachal Pradesh,02/14/20,0.0
646,Jammu and Kashmir,02/14/20,0.0
647,Jharkhand,02/14/20,0.0
648,Karnataka,02/14/20,0.0
649,Kerala,02/14/20,3.0
650,Ladakh,02/14/20,0.0
651,Madhya Pradesh,02/14/20,0.0
652,Maharashtra,02/14/20,0.0
653,Manipur,02/14/20,0.0
654,Meghalaya,02/14/20,0.0
655,Mizoram,02/14/20,0.0
656,Nagaland,02/14/20,0.0
657,Odisha,02/14/20,0.0
658,Puducherry,02/14/20,0.0
659,Punjab,02/14/20,0.0
660,Rajasthan,02/14/20,0.0
661,Sikkim,02/14/20,0.0
662,Tamil Nadu,02/14/20,0.0
663,Telangana,02/14/20,0.0
664,Telangana***,02/14/20,0.0
665,Telengana,02/14/20,0.0
666,Telengana***,02/14/20,0.0
667,Tripura,02/14/20,0.0
668,Unassigned,02/14/20,0.0
669,Uttar Pradesh,02/14/20,0.0
670,Uttarakhand,02/14/20,0.0
671,West Bengal,02/14/20,0.0
672,Andaman and Nicobar Islands,02/15/20,0.0
673,Andhra Pradesh,02/15/20,0.0
674,Arunachal Pradesh,02/15/20,0.0
675,Assam,02/15/20,0.0
676,Bihar,02/15/20,0.0
677,Cases being reassigned to states,02/15/20,0.0
678,Chandigarh,02/15/20,0.0
679,Chhattisgarh,02/15/20,0.0
680,Dadar Nagar Haveli,02/15/20,0.0
681,Dadra and Nagar Haveli and Daman and Diu,02/15/20,0.0
682,Daman & Diu,02/15/20,0.0
683,Delhi,02/15/20,0.0
684,Goa,02/15/20,0.0
685,Gujarat,02/15/20,0.0
686,Haryana,02/15/20,0.0
687,Himachal Pradesh,02/15/20,0.0
688,Jammu and Kashmir,02/15/20,0.0
689,Jharkhand,02/15/20,0.0
690,Karnataka,02/15/20,0.0
691,Kerala,02/15/20,3.0
692,Ladakh,02/15/20,0.0
693,Madhya Pradesh,02/15/20,0.0
694,Maharashtra,02/15/20,0.0
695,Manipur,02/15/20,0.0
696,Meghalaya,02/15/20,0.0
697,Mizoram,02/15/20,0.0
698,Nagaland,02/15/20,0.0
699,Odisha,02/15/20,0.0
700,Puducherry,02/15/20,0.0
701,Punjab,02/15/20,0.0
702,Rajasthan,02/15/20,0.0
703,Sikkim,02/15/20,0.0
704,Tamil Nadu,02/15/20,0.0
705,Telangana,02/15/20,0.0
706,Telangana***,02/15/20,0.0
707,Telengana,02/15/20,0.0
708,Telengana***,02/15/20,0.0
709,Tripura,02/15/20,0.0
710,Unassigned,02/15/20,0.0
711,Uttar Pradesh,02/15/20,0.0
712,Uttarakhand,02/15/20,0.0
713,West Bengal,02/15/20,0.0
714,Andaman and Nicobar Islands,02/16/20,0.0
715,Andhra Pradesh,02/16/20,0.0
